seed;algname;m;instance;n;nevals;millis;sol_set;fit_set;n_local_optima
3;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50963136;953;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
4;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51076032;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
5;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51076032;942;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
6;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51031344;956;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
7;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51012528;954;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
8;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50890224;959;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
9;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50901984;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
10;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51212448;962;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
11;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50998416;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
12;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51019584;961;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
13;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51132480;959;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
14;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50824368;955;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
15;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51243024;956;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
16;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50996064;957;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
17;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50972544;952;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
18;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51080736;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
19;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50981952;963;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
20;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51038400;958;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
21;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51181872;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
22;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51130128;961;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
23;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51010176;956;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
24;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51094848;956;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
25;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50925504;962;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
26;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;51151296;963;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
27;MS-MA-EDM;5;exiobase/rxr/rxr_2013_n49;49;50946672;960;28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 10 47 31 15 37 33 32 35 45 34 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 31 37 32 35 45 34 47 33 20 8 38 40 39 24 41 1 21 0 14 43 42 22 11 6 9 17 46 4 26 13 23 12 19 2 25 16 18 7 3,28 30 5 27 36 48 29 44 15 10 37 32 47 33 31 35 45 34 20 8 38 40 42 39 24 41 1 21 0 14 11 46 43 22 6 4 9 17 26 13 23 12 19 2 25 16 18 7 3;441753,441746,441723,441716,441635;20000
